method,query_id,query_type,query_text,relevant_record_id,hit@5,precision@5,recall@5,f1@5,retrieved_ids
Exact Matching,123,variant,ادغام تکنالوژی در پنتاگون,3,0,0.0,0,0.0,[]
Exact Matching,124,variant,سیاست استفاده سریع از هوش مصنوعی,4,0,0.0,0,0.0,[]
Exact Matching,125,variant,بهبود تصمیم گیری عملیاتی,5,0,0.0,0,0.0,[]
Exact Matching,126,variant,خطرات زنجیره تأمین,6,0,0.0,0,0.0,[]
Exact Matching,127,variant,سامانه GenAI پنتاگون,7,0,0.0,0,0.0,[]
Exact Matching,128,variant,حمله پهپادی به نیروگاه براکه,9,0,0.0,0,0.0,[]
Exact Matching,129,variant,تشعشعات نیروگاه هسته ای,12,0,0.0,0,0.0,[]
Exact Matching,130,variant,ارسال سامانه گنبد آهنین,15,0,0.0,0,0.0,[]
Exact Matching,131,variant,روابط اسرائیل و امارات,18,0,0.0,0,0.0,[]
Exact Matching,132,variant,حملات موشکی و پهپادی ایران,23,0,0.0,0,0.0,[]
Exact Matching,133,variant,حمله به میدان هوایی کویت,24,0,0.0,0,0.0,[]
Exact Matching,134,variant,پرتاب موشک کروز به قطر,26,0,0.0,0,0.0,[]
Exact Matching,135,variant,آتش سوزی در بحرین,30,0,0.0,0,0.0,[]
Exact Matching,136,variant,پیام ترمپ در شبکه اجتماعی,34,0,0.0,0,0.0,[]
Exact Matching,137,variant,سقوط احتمالی رژیم ایران,40,0,0.0,0,0.0,[]
Exact Matching,138,variant,ملاقات ترمپ با رئیس جمهور چین,54,0,0.0,0,0.0,[]
Exact Matching,139,variant,هماهنگی واشنگتن و بیجینگ,57,0,0.0,0,0.0,[]
Exact Matching,140,variant,حمایت تسلیحاتی امریکا از تایوان,61,0,0.0,0,0.0,[]
Exact Matching,141,variant,کمبود منابع آب افغانستان,98,0,0.0,0,0.0,[]
Exact Matching,142,variant,افزایش خشکسالی در افغانستان,101,0,0.0,0,0.0,[]
Exact Matching,143,variant,کاهش دسترسی به آب نوشیدنی,104,0,0.0,0,0.0,[]
Exact Matching,144,variant,از بین رفتن آب زیرزمینی کابل,105,0,0.0,0,0.0,[]
Exact Matching,145,variant,شیوع ایبولا در کانگو,115,0,0.0,0,0.0,[]
Exact Matching,146,variant,گونه بوندیبوگیو ویروس ایبولا,119,0,0.0,0,0.0,[]
Exact Matching,147,variant,نشانه های بیماری ایبولا,130,0,0.0,0,0.0,[]
Exact Matching,148,variant,موضع امریکا درباره استقلال تایوان,141,0,0.0,0,0.0,[]
Exact Matching,149,variant,توافق دفاعی هند و امارات,154,0,0.0,0,0.0,[]
Exact Matching,150,variant,افزایش مالیات واردات طلا,177,0,0.0,0,0.0,[]
TF-IDF,1,exact,تکنالوژی هوش مصنوعی,1,1,0.2,1,0.3333,"[2, 1, 4, 6, 7]"
TF-IDF,2,exact,شبکه های محرم پنتاگون,2,1,0.2,1,0.3333,"[3, 2, 1, 6, 5]"
TF-IDF,3,exact,نیروگاه هسته ای براکه,12,1,0.2,1,0.3333,"[12, 8, 9, 14, 492]"
TF-IDF,4,exact,گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 113, 429, 285]"
TF-IDF,5,exact,حملات طیاره های بی سرنشین,23,1,0.2,1,0.3333,"[23, 29, 31, 14, 24]"
TF-IDF,6,exact,تنگه هرمز,34,1,0.2,1,0.3333,"[59, 34, 68, 181, 93]"
TF-IDF,7,exact,سفر رسمی به چین,54,1,0.2,1,0.3333,"[54, 65, 80, 63, 75]"
TF-IDF,8,exact,بحران آب در افغانستان,98,1,0.2,1,0.3333,"[98, 411, 385, 471, 477]"
TF-IDF,9,exact,منابع آب زیرزمینی,105,1,0.2,1,0.3333,"[111, 114, 105, 109, 48]"
TF-IDF,10,exact,شیوع بیماری ایبولا,115,1,0.2,1,0.3333,"[115, 128, 118, 277, 131]"
TF-IDF,11,exact,ویروس هانتا,235,1,0.2,1,0.3333,"[263, 247, 243, 235, 253]"
TF-IDF,12,exact,تغییرات اقلیمی,103,0,0.0,0,0.0,"[280, 279, 308, 310, 309]"
TF-IDF,13,exact,واردات طلا,177,1,0.2,1,0.3333,"[177, 187, 201, 183, 208]"
TF-IDF,14,exact,ساعت بدن,212,1,0.2,1,0.3333,"[216, 222, 212, 221, 214]"
TF-IDF,15,exact,سن گندم,449,1,0.2,1,0.3333,"[449, 452, 453, 450, 444]"
TF-IDF,16,typo,تکنالوژی هوش مسنوعی,1,1,0.2,1,0.3333,"[1, 2, 4, 91, 6]"
TF-IDF,17,typo,شبکه های محرم پنتاگن,2,1,0.2,1,0.3333,"[3, 2, 1, 6, 418]"
TF-IDF,18,typo,نیروگاه هستوی براکه,12,1,0.2,1,0.3333,"[9, 12, 8, 14, 13]"
TF-IDF,19,typo,گنبد اهنین,15,1,0.2,1,0.3333,"[15, 19, 41, 216, 429]"
TF-IDF,20,typo,حملات طیاره های بی سرنشن,23,1,0.2,1,0.3333,"[23, 14, 31, 29, 24]"
TF-IDF,21,typo,تنگه هرمزز,34,1,0.2,1,0.3333,"[59, 34, 68, 181, 93]"
TF-IDF,22,typo,سفر رسمی به چن,54,1,0.2,1,0.3333,"[54, 65, 80, 55, 63]"
TF-IDF,23,typo,بحران اب در افغانستن,98,1,0.2,1,0.3333,"[411, 98, 385, 466, 489]"
TF-IDF,24,typo,منابع اب زیر زمینی,105,1,0.2,1,0.3333,"[111, 114, 105, 109, 48]"
TF-IDF,25,typo,شیوع بیماری ایبلا,115,1,0.2,1,0.3333,"[115, 118, 277, 128, 243]"
TF-IDF,26,typo,ویروس هنتا,235,1,0.2,1,0.3333,"[263, 247, 133, 243, 235]"
TF-IDF,27,typo,تغیرات اقلیمی,103,0,0.0,0,0.0,"[280, 279, 308, 310, 309]"
TF-IDF,28,typo,واردات طله,177,1,0.2,1,0.3333,"[187, 177, 201, 183, 208]"
TF-IDF,29,typo,ساعت بددن,212,1,0.2,1,0.3333,"[216, 212, 221, 214, 222]"
TF-IDF,30,typo,سن گنددم,449,1,0.2,1,0.3333,"[449, 453, 452, 450, 444]"
TF-IDF,31,partial,هوش مصنوعی,1,1,0.2,1,0.3333,"[2, 4, 1, 6, 7]"
TF-IDF,32,partial,شبکه های محرم,2,1,0.2,1,0.3333,"[3, 1, 2, 418, 282]"
TF-IDF,33,partial,نیروگاه براکه,12,1,0.2,1,0.3333,"[9, 12, 14, 8, 13]"
TF-IDF,34,partial,گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 113, 429, 285]"
TF-IDF,35,partial,طیاره های بی سرنشین,23,1,0.2,1,0.3333,"[23, 29, 24, 13, 31]"
TF-IDF,36,partial,هرمز,34,1,0.2,1,0.3333,"[34, 68, 59, 181, 92]"
TF-IDF,37,partial,سفر به چین,54,1,0.2,1,0.3333,"[63, 75, 80, 76, 54]"
TF-IDF,38,partial,بحران آب,98,1,0.2,1,0.3333,"[98, 191, 112, 466, 30]"
TF-IDF,39,partial,آب زیرزمینی,105,1,0.2,1,0.3333,"[48, 114, 105, 106, 109]"
TF-IDF,40,partial,بیماری ایبولا,115,1,0.2,1,0.3333,"[115, 131, 119, 128, 122]"
TF-IDF,41,partial,ویروس هانتا,235,1,0.2,1,0.3333,"[263, 247, 243, 235, 253]"
TF-IDF,42,partial,تغییرات اقلیم,103,0,0.0,0,0.0,"[280, 279, 308, 310, 309]"
TF-IDF,43,partial,طلا,177,0,0.0,0,0.0,"[183, 202, 189, 470, 194]"
TF-IDF,44,partial,ساعت بدن,212,1,0.2,1,0.3333,"[216, 222, 212, 221, 214]"
TF-IDF,45,partial,گندم,449,1,0.2,1,0.3333,"[452, 449, 453, 450, 444]"
TF-IDF,46,variant,فناوری هوش مصنوعی,1,1,0.2,1,0.3333,"[2, 4, 1, 6, 7]"
TF-IDF,47,variant,سیستم های محرمانه پنتاگون,2,1,0.2,1,0.3333,"[3, 2, 21, 1, 6]"
TF-IDF,48,variant,تاسیسات اتمی براکه,12,1,0.2,1,0.3333,"[12, 48, 498, 11, 491]"
TF-IDF,49,variant,سیستم دفاعی گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 21, 468, 159]"
TF-IDF,50,variant,حملات طیاره بی سرنشین,23,1,0.2,1,0.3333,"[23, 29, 31, 14, 13]"
TF-IDF,51,variant,مسیر دریایی هرمز,34,0,0.0,0,0.0,"[262, 303, 83, 170, 236]"
TF-IDF,52,variant,دیدار رسمی با چین,54,1,0.2,1,0.3333,"[54, 65, 143, 427, 136]"
TF-IDF,53,variant,کمبود آب افغانستان,98,0,0.0,0,0.0,"[99, 411, 477, 471, 113]"
TF-IDF,54,variant,ذخایر آب زیرزمینی,105,1,0.2,1,0.3333,"[48, 114, 105, 106, 109]"
TF-IDF,55,variant,گسترش ایبولا,115,0,0.0,0,0.0,"[237, 122, 131, 119, 238]"
TF-IDF,56,variant,بیماری هانتا,235,0,0.0,0,0.0,"[243, 226, 118, 287, 214]"
TF-IDF,57,variant,تغییر آب و هوا,103,0,0.0,0,0.0,"[296, 277, 79, 109, 279]"
TF-IDF,58,variant,خرید و فروش طلا,177,0,0.0,0,0.0,"[185, 75, 429, 186, 457]"
TF-IDF,59,variant,ساعت بیولوژیکی بدن,212,1,0.2,1,0.3333,"[264, 216, 222, 226, 212]"
TF-IDF,60,variant,آفت گندم,449,1,0.2,1,0.3333,"[452, 449, 450, 453, 444]"
TF-IDF,61,typo,اوپن ای ای گوگل نویدیا,3,1,0.2,1,0.3333,"[3, 358, 328, 214, 1]"
TF-IDF,62,typo,پالیسی تسریع هوش مسنوعی,4,1,0.2,1,0.3333,"[4, 2, 1, 6, 7]"
TF-IDF,63,typo,تصمیم گیری نیروهای عملیاطی,5,1,0.2,1,0.3333,"[5, 47, 425, 50, 506]"
TF-IDF,64,typo,خطر در زنجیره تمین,6,1,0.2,1,0.3333,"[6, 28, 61, 176, 262]"
TF-IDF,65,typo,پلتفورم هوش مسنوعی,7,1,0.2,1,0.3333,"[6, 2, 4, 1, 7]"
TF-IDF,66,typo,طیاره بی سر نشن براکه,9,0,0.0,0,0.0,"[14, 8, 29, 13, 31]"
TF-IDF,67,typo,سطح تشعشات نیروگاه هستوی,12,1,0.2,1,0.3333,"[12, 8, 9, 10, 13]"
TF-IDF,68,typo,واحدهای گنبد اهنین,15,1,0.2,1,0.3333,"[15, 19, 264, 162, 451]"
TF-IDF,69,typo,توافقنامه ابراهیم,18,0,0.0,0,0.0,"[20, 151, 165, 159, 173]"
TF-IDF,70,typo,حملات میزیلی ایران,23,1,0.2,1,0.3333,"[23, 174, 154, 18, 92]"
TF-IDF,71,typo,میدان هوایی بین المللی کویت,24,1,0.2,1,0.3333,"[24, 157, 467, 158, 107]"
TF-IDF,72,typo,میزایل کروز قطر,26,1,0.2,1,0.3333,"[26, 29, 23, 16, 30]"
TF-IDF,73,typo,وزارت داخله بحرن,30,1,0.2,1,0.3333,"[30, 478, 453, 470, 13]"
TF-IDF,74,typo,شبکه اجتماعی تروت سوشیل,34,1,0.2,1,0.3333,"[34, 512, 48, 226, 511]"
TF-IDF,75,typo,تغیر رژیم ایران,40,1,0.2,1,0.3333,"[51, 47, 26, 40, 42]"
TF-IDF,76,typo,سفر رسمی ترمپ به چن,54,1,0.2,1,0.3333,"[61, 80, 54, 65, 69]"
TF-IDF,77,typo,روابط واشنگتن و بیجنگ,57,0,0.0,0,0.0,"[56, 79, 78, 90, 85]"
TF-IDF,78,typo,فروش تسلیهات تایوان,61,0,0.0,0,0.0,"[429, 430, 62, 431, 428]"
TF-IDF,79,typo,بحران اب افغانستان,98,1,0.2,1,0.3333,"[411, 477, 471, 98, 385]"
TF-IDF,80,typo,خشکسالی در افغانستان,101,0,0.0,0,0.0,"[411, 98, 102, 385, 100]"
TF-IDF,81,typo,منابع اب اشامیدنی,104,1,0.2,1,0.3333,"[111, 104, 106, 114, 112]"
TF-IDF,82,typo,اب زیر زمینی کابل,105,1,0.2,1,0.3333,"[105, 48, 109, 159, 114]"
TF-IDF,83,typo,شیوع مریضی ایبولا,115,1,0.2,1,0.3333,"[115, 131, 128, 122, 119]"
TF-IDF,84,typo,ویروس بوندیبوگیو,119,1,0.2,1,0.3333,"[119, 125, 263, 247, 133]"
TF-IDF,85,typo,علایم اولیه ایبولا,130,1,0.2,1,0.3333,"[122, 131, 119, 130, 115]"
TF-IDF,86,typo,رابطه دیپلوماتیک با چین,139,1,0.2,1,0.3333,"[139, 22, 427, 58, 335]"
TF-IDF,87,typo,استقلال رسمی تایوان,141,1,0.2,1,0.3333,"[138, 143, 136, 141, 433]"
TF-IDF,88,typo,همکاری های دفاای هند و امارات,154,0,0.0,0,0.0,"[150, 173, 160, 170, 161]"
TF-IDF,89,typo,سرمایه گزاری پنج میلیارد دالر,160,1,0.2,1,0.3333,"[168, 169, 178, 160, 424]"
TF-IDF,90,typo,عوارض واردات طله,177,1,0.2,1,0.3333,"[177, 208, 201, 187, 194]"
TF-IDF,91,partial,اوپن ای آی,3,1,0.2,1,0.3333,"[3, 214, 469, 327, 321]"
TF-IDF,92,partial,قوای مسلح امریکا,4,1,0.2,1,0.3333,"[4, 50, 52, 368, 497]"
TF-IDF,93,partial,درک موقعیتی,5,1,0.2,1,0.3333,"[5, 420, 57, 201, 143]"
TF-IDF,94,partial,زنجیره تأمین,6,1,0.2,1,0.3333,"[6, 423, 164, 28, 110]"
TF-IDF,95,partial,GenAI.mil,7,0,0.0,0,0.0,"[6, 1, 16, 511, 510]"
TF-IDF,96,partial,براکه در ابو ظبی,9,1,0.2,1,0.3333,"[9, 10, 12, 14, 467]"
TF-IDF,97,partial,سطح تشعشات,12,1,0.2,1,0.3333,"[12, 10, 244, 3, 330]"
TF-IDF,98,partial,واحدهای گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 264, 162, 451]"
TF-IDF,99,partial,توافق نامه ابراهیم,18,0,0.0,0,0.0,"[20, 151, 165, 173, 159]"
TF-IDF,100,partial,حملات میزایلی ایران,23,1,0.2,1,0.3333,"[23, 26, 29, 174, 16]"
TF-IDF,101,partial,میدان هوایی کویت,24,1,0.2,1,0.3333,"[24, 157, 158, 21, 25]"
TF-IDF,102,partial,میزایل کروز,26,1,0.2,1,0.3333,"[26, 29, 23, 16, 30]"
TF-IDF,103,partial,وزارت داخله بحرین,30,1,0.2,1,0.3333,"[30, 478, 453, 514, 470]"
TF-IDF,104,partial,تروت سوشیل,34,1,0.2,1,0.3333,"[34, 197, 401, 344, 453]"
TF-IDF,105,partial,تغییر رژیم,40,0,0.0,0,0.0,"[296, 42, 79, 279, 277]"
TF-IDF,106,partial,شی جین پینگ,54,1,0.2,1,0.3333,"[65, 147, 57, 54, 59]"
TF-IDF,107,partial,واشنگتن و بیجینگ,57,0,0.0,0,0.0,"[56, 72, 78, 64, 85]"
TF-IDF,108,partial,فروش تسلیحات,61,0,0.0,0,0.0,"[429, 430, 431, 62, 424]"
TF-IDF,109,partial,خشکسالی افغانستان,98,1,0.2,1,0.3333,"[98, 411, 102, 100, 101]"
TF-IDF,110,partial,شیوع خشکسالی,101,1,0.2,1,0.3333,"[101, 98, 102, 100, 439]"
TF-IDF,111,partial,آب آشامیدنی,104,1,0.2,1,0.3333,"[106, 104, 112, 114, 445]"
TF-IDF,112,partial,کابل تا سال 2030,105,1,0.2,1,0.3333,"[105, 409, 101, 422, 63]"
TF-IDF,113,partial,بوندیبوگیو,119,1,0.2,1,0.3333,"[119, 125, 408, 236, 252]"
TF-IDF,114,partial,علائم اولیه,130,1,0.2,1,0.3333,"[130, 263, 254, 132, 390]"
TF-IDF,115,partial,اعلام استقلال,141,0,0.0,0,0.0,"[138, 136, 143, 432, 433]"
TF-IDF,116,partial,همکاری دفاعی,154,0,0.0,0,0.0,"[150, 173, 159, 50, 47]"
TF-IDF,117,partial,پنج میلیارد دالر,160,1,0.2,1,0.3333,"[168, 178, 424, 160, 481]"
TF-IDF,118,partial,جواهرات طلا,175,1,0.2,1,0.3333,"[175, 185, 193, 177, 183]"
TF-IDF,119,partial,عوارض واردات,177,1,0.2,1,0.3333,"[177, 208, 187, 194, 201]"
TF-IDF,120,partial,ساعت بدن,212,1,0.2,1,0.3333,"[216, 222, 212, 221, 214]"
TF-IDF,121,variant,شرکت های هوش مصنوعی پنتاگون,1,1,0.2,1,0.3333,"[2, 6, 1, 4, 7]"
TF-IDF,122,variant,شبکه های محرمانه وزارت جنگ,2,1,0.2,1,0.3333,"[1, 3, 2, 463, 6]"
TF-IDF,123,variant,ادغام تکنالوژی در پنتاگون,3,1,0.2,1,0.3333,"[1, 3, 2, 6, 91]"
TF-IDF,124,variant,سیاست استفاده سریع از هوش مصنوعی,4,1,0.2,1,0.3333,"[2, 4, 1, 6, 7]"
TF-IDF,125,variant,بهبود تصمیم گیری عملیاتی,5,1,0.2,1,0.3333,"[5, 506, 425, 175, 494]"
TF-IDF,126,variant,خطرات زنجیره تأمین,6,1,0.2,1,0.3333,"[6, 438, 455, 423, 28]"
